"iso2c","year","country","mean_stress","countryid","Equity","EquityR5","EquityH5","EquityR","EquityH","ImpLoans","ImpLoansR5","ImpLoansH5","ImpLoansR","ImpLoansH","Costs","CostsR5","CostsH5","CostsR","CostsH","ROAA","ROAAR5","ROAAH5","ROAAR","ROAAH","NetLoans","NetLoansR5","NetLoansH5","NetLoansR","NetLoansH","Z","NCO","Liquid","capital_asset_ratio","credit_deposits_ratio","npl_ratio","reg_capital_assets","provisions_to_npls","exchange_rate_usd","stock_price_volatility","stock_returns","private_credit","income","exchange_rate_change","private_credit_change","log_imploans","exchange_rate_usd_log","private_credit_log"
"TN",2010,"Tunisia",0.657222892520421,11200000,12.4341049194336,10.1212816238403,9.76000022888184,10.9587898254395,12.4914426803589,12.6985120773315,8.91480255126953,7.3600001335144,8.91480255126953,7.3600001335144,51.4603691101074,55.5476989746094,67.4700012207031,51.8889274597168,51.0386238098145,0.774224102497101,1.29193222522736,1.14999997615814,0.641094326972961,0.782027304172516,67.7912826538086,61.8102416992188,72.2099990844727,68.6271286010742,67.4839019775391,28.7529697418213,0.0900000035762787,20.6484699249268,8.4,118.5634,13,11.6,NA,1.4314,8.436095,39.74045,63.41306,"Upper middle income",1.67757822581624,-11.639699101781,2.54148482733563,0.35865298632236,4.14966983392025
"TN",2011,"Tunisia",0.675696522698458,11200000,10.9365110397339,9.61537933349609,9,10.4095649719238,10.9365110397339,11.6476106643677,9.78818511962891,6.53999996185303,9.78818511962891,6.53999996185303,54.1096382141113,58.4664154052734,68.2300033569336,54.8335914611816,54.1096382141113,0.541898906230927,0.865806102752686,0.980000019073486,0.45290869474411,0.541898906230927,70.2348022460938,61.9434967041016,75.7799987792969,70.5330352783203,70.2348022460938,24.9871406555176,0.0877085253596306,18.3449726104736,8.5,126.6266,13.3,11.9,48.5,1.40778333333333,14.10445,-10.75368,71.76646,"Upper middle income",4.25900896730889,22.1635782399542,2.4551010657899,0.342016363318952,4.27341723599532
"TO",2003,"Tonga",0.804665005139581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.6329,NA,NA,NA,2.1458922520016,NA,NA,41.56469,"Lower middle income",8.84219663082596,1.60540921752373,NA,0.763555434188266,3.72725100875724
"TO",2004,"Tonga",0.80726463291646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.7661,NA,NA,NA,1.97156279313261,NA,NA,40.90795,"Lower middle income",1.46814433758249,-7.46049229141883,NA,0.678826524263334,3.7113244206882
"TO",2005,"Tonga",0.809211524330309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.9492,NA,NA,NA,1.94303621693648,NA,NA,44.20593,"Lower middle income",-4.49533956251476,-10.7945864824304,NA,0.664251809921267,3.78885894298054
"TO",2006,"Tonga",0.640081739369646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.1452,NA,NA,NA,2.02588079490914,NA,NA,46.0887,"Lower middle income",NA,NA,NA,0.706004566439586,3.8305678006501
"TO",2007,"Tonga",0.721315207789653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.3493,NA,NA,NA,1.97093365696189,NA,NA,50.29765,"Lower middle income",3.40746216393187,19.0369296787841,NA,0.678507368021078,3.91795835633239
"TO",2008,"Tonga",0.773468425485922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.7139,NA,NA,NA,1.94244425686853,NA,NA,52.34557,"Lower middle income",9.51287648440104,72.8616019269673,NA,0.663947106255133,3.95786731100423
"TO",2009,"Tonga",0.732752715434015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.79,NA,NA,NA,2.03449361322879,NA,NA,49.55521,"Lower middle income",-4.19484080187317,23.273230580786,NA,0.710246949220859,3.90308740156536
"TO",2010,"Tonga",0.678900329146061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.6237,NA,NA,NA,1.90598784238353,NA,NA,42.25382,"Lower middle income",10.8450169031985,37.1532163173228,NA,0.645000426609112,3.74369476391725
"TO",2011,"Tonga",0.709099788499212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.52222,NA,NA,NA,1.72895070977832,NA,NA,35.35904,"Lower middle income",-14.6568389352907,-23.280457031767,NA,0.5475146983586,3.56555408807963
"TR",2003,"Turkey",0.602495464090742,11300000,10.0888957977295,9.78733825683594,10.0486354827881,9.78733825683594,10.1406707763672,11.2188377380371,11.3113861083984,11.1780385971069,11.3113861083984,11.1780385971069,57.1624412536621,56.9425315856934,56.550609588623,56.9425315856934,56.5124473571777,2.25376629829407,2.22543573379517,2.28147268295288,2.22543573379517,2.28911781311035,34.6404151916504,34.8673515319824,34.8296737670898,34.8673515319824,34.8874740600586,5.37355089187622,-0.461960524320602,55.2792015075684,13.7,41.15216,11.5,30.9,88.6,1.50088520858333,44.96585,11.70361,13.09537,"Upper middle income",11.7076568821357,-29.0988965295445,2.41759430631866,0.406055073100143,2.57225873261969
"TR",2004,"Turkey",0.492390306425396,11300000,13.1604318618774,13.7882528305054,13.1179285049438,13.8231182098389,13.181586265564,7.62929773330688,6.91939401626587,7.57541656494141,6.91939401626587,7.57541656494141,56.8486442565918,56.6345901489258,56.7117195129395,56.6856155395508,56.7543296813965,2.32964015007019,2.38402199745178,2.34229445457458,2.38168048858643,2.34094309806824,36.9536170959473,36.9205665588379,37.0068321228027,36.9105186462402,37.0252532958984,6.74382019042969,-2.89536952972412,23.089282989502,15,48.98167,6.5,28.2,88.1,1.42553725,37.79321,62.27094,14.40214,"Upper middle income",9.4100419415763,-45.2692069888438,2.03199580086472,0.354548760211218,2.66737680665153
"TR",2005,"Turkey",0.552003687827695,11300000,12.6330423355103,12.7421407699585,12.1280851364136,12.7560539245605,12.1540746688843,6.52782297134399,5.28612565994263,6.08539342880249,5.28612565994263,6.08539342880249,47.8562088012695,45.3738098144531,48.0276870727539,45.3856887817383,48.0355606079102,2.28966307640076,2.43213319778442,2.20760560035706,2.43187236785889,2.2079029083252,40.1878890991211,39.2274932861328,40.5397758483887,39.2197799682617,40.5406150817871,6.4968090057373,-0.247932001948357,22.3693618774414,13.4,56.50389,5,23.7,88.7,1.34358310833333,27.79465,47.55856,18.46991,"Upper middle income",-5.74900036226132,28.2442053750345,1.8760734989338,0.295340006730955,2.91614292143263
"TR",2006,"Turkey",0.473302213659694,11300000,10.8952798843384,11.7653350830078,10.6454658508301,11.7772378921509,10.7216167449951,4.12249803543091,3.79196739196777,3.85096430778503,3.79196739196777,3.85096430778503,52.5699501037598,50.0555458068848,52.1559295654297,50.0702934265137,52.644603729248,2.13219141960144,2.2762975692749,2.08004403114319,2.27563285827637,2.0677285194397,49.0956077575684,47.1508407592773,49.1465492248535,47.1370048522949,49.2538223266602,5.67169189453125,-0.107594437897205,18.7770900726318,11.9,62.83235,3.9,21.9,89.7,1.42845341333845,27.09212,35.38387,22.41065,"Upper middle income",-4.82593837494391,71.1341489396634,1.41645929890351,0.356592329863199,3.10953629230072
"TR",2007,"Turkey",0.281202914782064,11300000,11.4893207550049,12.7394504547119,11.3490285873413,12.7513885498047,11.4837245941162,3.18177676200867,3.54835081100464,3.18216776847839,3.54835081100464,3.18216776847839,47.5528602600098,46.8476982116699,47.1253662109375,46.8444290161133,47.5492095947266,2.66871380805969,2.5857093334198,2.68105983734131,2.58629989624023,2.66862726211548,51.5757751464844,52.6809730529785,51.4670829772949,52.6695137023926,51.5807876586914,6.16389894485474,0.211091503500938,14.6919746398926,12.8,69.27702,3.3,18.9,86.8,1.30293090533794,28.50738,21.31883,26.31451,"Upper middle income",-31.5604244105434,-57.0713939748094,1.15743977095189,0.264616269367513,3.27012049807376
"TR",2008,"Turkey",0.451953294892872,11300000,10.5098762512207,11.1229543685913,10.3642234802246,11.1381988525391,10.500470161438,3.33358836174011,3.70534944534302,3.30883812904358,3.70534944534302,3.30883812904358,49.590217590332,49.9365921020508,49.2693099975586,49.9274215698242,49.5839996337891,2.01072525978088,1.89717221260071,2.01562190055847,1.89881420135498,2.01048278808594,53.3301162719727,54.2095642089844,53.1726303100586,54.2024726867676,53.338752746582,5.45101881027222,0.444776266813278,14.3668231964111,12.1,71.80357,3.4,18,79.8,1.30152170281795,32.6806,-21.65807,30.85027,"Upper middle income",-16.0286787275493,-16.2260221150504,1.20404930992134,0.263534120548144,3.42914550233903
"TR",2009,"Turkey",0.53507721866637,11300000,11.9238014221191,12.3883094787598,11.7948122024536,12.404167175293,11.9185056686401,4.76559114456177,5.07201528549194,4.73006057739258,5.07201528549194,4.73006057739258,40.4584121704102,42.6424255371094,40.0504531860352,42.6385498046875,40.4557991027832,2.50585842132568,2.43729209899902,2.51395797729492,2.43805575370789,2.50498270988464,49.1767196655273,49.5042037963867,49.0727195739746,49.5136833190918,49.1804237365723,6.28215503692627,-0.222791537642479,12.9550704956055,12.5,71.55973,5,20.6,83.6,1.54995977566564,39.92405,-0.7265503,36.8256,"Upper middle income",3.13478982933981,-9.84904827116181,1.56142158913055,0.438228979410959,3.60619325549498
"TR",2010,"Turkey",0.487658189402006,11300000,12.1077585220337,12.7159175872803,12.0285816192627,12.7296180725098,12.1077585220337,3.36497402191162,3.59883046150208,3.3623468875885,3.59883046150208,3.3623468875885,48.1090660095215,48.6162414550781,47.5067138671875,48.6155853271484,48.1084136962891,2.3830451965332,2.31638216972351,2.41676092147827,2.31658363342285,2.3830451965332,54.3063316345215,54.5901489257812,54.2926788330078,54.5961990356445,54.3063316345215,6.3087739944458,0.115809895098209,10.289924621582,12.3,78.58572,3.5,19,83.8,1.5028486296723,29.07112,58.19398,40.84882,"Upper middle income",-10.275259235928,-11.1205444758245,1.21342024298119,0.407362393571486,3.70987793471989
"TR",2011,"Turkey",0.327841644746711,11300000,10.913761138916,11.2969846725464,10.8917694091797,11.3085527420044,10.913761138916,2.52179384231567,2.5093355178833,2.52674722671509,2.5093355178833,2.52674722671509,51.2260932922363,52.7290077209473,51.2400550842285,52.7276039123535,51.2260932922363,1.7957878112793,1.7789466381073,1.79559075832367,1.77927911281586,1.7957878112793,58.7556686401367,59.4712181091309,58.8847961425781,59.4768142700195,58.7556686401367,5.53327989578247,0.105356484651566,11.5459451675415,11.7,92.37111,2.6,16.6,79.4,1.67495455197133,23.90917,2.37179,45.9598,"Upper middle income",NA,NA,0.924970490472611,0.515786031757474,3.82776710136099
"TT",2003,"Trinidad and Tobago",0.494750882300274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.02872,NA,NA,NA,6.2951,NA,NA,33.6071,"High income: nonOECD",NA,NA,NA,1.83977155299365,3.51473735417026
"TT",2004,"Trinidad and Tobago",0.502391508189543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.32918,NA,NA,NA,6.29899166666667,NA,NA,30.60837,"High income: nonOECD",-0.210568283531729,-1.38198232449342,NA,1.8403895676776,3.42127350096775
"TT",2005,"Trinidad and Tobago",0.448755159174192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.58856,NA,NA,NA,6.29955833333333,NA,NA,29.76859,"High income: nonOECD",0.160984296412508,11.6298961796543,NA,1.84047952511985,3.39345381078879
"TT",2006,"Trinidad and Tobago",0.354990413710893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.90247,NA,NA,NA,6.31228333333333,NA,NA,31.0373,"High income: nonOECD",-0.199607635947291,-19.7679997435662,NA,1.84249747058007,3.43518970699556
"TT",2007,"Trinidad and Tobago",0.416375786406426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.7505,NA,NA,NA,6.32803333333333,NA,NA,30.57081,"High income: nonOECD",0.523158223591851,-9.03466826950258,NA,1.84498949804524,3.42004563211698
"TT",2008,"Trinidad and Tobago",0.399371209365577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.94851,NA,NA,NA,6.28943333333333,NA,NA,26.66722,"High income: nonOECD",-0.164502663842701,-29.4762210652449,NA,1.8388709765639,3.28343509579049
"TT",2009,"Trinidad and Tobago",0.439867582090137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.91122,NA,NA,NA,6.32490833333333,NA,NA,38.68444,"High income: nonOECD",1.47101683721342,-0.358672758823278,NA,1.84449554175494,3.65543745200159
"TT",2010,"Trinidad and Tobago",0.405053168779565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.54171,NA,NA,NA,6.37550833333333,NA,NA,36.13664,"High income: nonOECD",-0.527239614806535,16.6076098864309,NA,1.85246382642763,3.58730730906551
"TT",2011,"Trinidad and Tobago",0.481595459851912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.49758,NA,NA,NA,6.40930070568578,NA,NA,30.98995,"High income: nonOECD",-0.517315057311602,-28.5668514158147,NA,1.85775017070458,3.43366295837467
"TW",2003,"Taiwan, Province of China",0.678214846323838,10900000,6.62943506240845,7.10096979141235,7.08224439620972,6.56912708282471,6.63318872451782,4.39962434768677,4.39650583267212,4.35264539718628,4.39650583267212,4.35264539718628,54.804874420166,50.5097122192383,51.5147819519043,55.2355117797852,54.8341445922852,0.288540482521057,0.115860104560852,0.136112108826637,0.272791236639023,0.281775832176208,45.7456359863281,59.3965110778809,58.5371017456055,45.6841011047363,45.6624069213867,26.4643592834473,1.59175980091095,28.2851867675781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48151916175378,NA,NA
"TW",2004,"Taiwan, Province of China",0.436646288594063,10900000,6.77333402633667,7.02005624771118,7.01487588882446,6.54423332214355,6.68095350265503,2.88598966598511,2.86975002288818,2.85886859893799,2.86975002288818,2.85886859893799,59.7365684509277,54.5895690917969,55.439624786377,60.0288734436035,59.6774635314941,0.476941049098969,0.441748946905136,0.456975877285004,0.449423730373383,0.467636734247208,45.3227348327637,58.3806915283203,57.436897277832,45.607105255127,45.3407859802246,27.735559463501,0.749040544033051,25.1988430023193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05986787960553,NA,NA
"TW",2005,"Taiwan, Province of China",0.477887407319149,10900000,6.94217967987061,6.76890897750854,6.65312957763672,6.39561319351196,6.76935291290283,1.93336963653564,1.95525026321411,1.93336963653564,1.95525026321411,1.93336963653564,58.2573318481445,52.6517562866211,53.0306091308594,58.6274108886719,58.1438026428223,0.231884613633156,0.247509062290192,0.192137375473976,0.258114218711853,0.22620977461338,49.5562019348145,60.5734710693359,60.6706848144531,49.2549667358398,49.6641311645508,27.444019317627,1.13522577285767,24.0737247467041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659264406226405,NA,NA
"TW",2006,"Taiwan, Province of China",0.434662415863522,10900000,6.64181995391846,6.58609867095947,6.29557037353516,6.27635288238525,6.53460550308228,1.97216880321503,1.90802156925201,1.96134102344513,1.90802156925201,1.96134102344513,61.0161819458008,54.440673828125,56.5138092041016,60.4157371520996,61.0360221862793,0.053520105779171,0.101273983716965,-0.101868130266666,0.17920295894146,0.0433410927653313,48.755615234375,60.3278999328613,60.8196640014648,47.3096046447754,48.7768440246582,25.6126804351807,1.20011949539185,24.1015377044678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.679133852524592,NA,NA
"TW",2007,"Taiwan, Province of China",0.35436985115294,10900000,7.1134181022644,6.98677968978882,6.81415557861328,6.49072313308716,7.01212358474731,1.59924030303955,1.52686190605164,1.61310279369354,1.52686190605164,1.58187031745911,57.4979133605957,53.6642684936523,54.174503326416,58.069881439209,57.5058937072754,0.527187645435333,0.461269855499268,0.418793261051178,0.479213863611221,0.515270352363586,50.9695930480957,61.9659843444824,62.4728775024414,49.1344947814941,51.0086555480957,29.2287502288818,1.06548249721527,25.173583984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469528705887208,NA,NA
"TW",2008,"Taiwan, Province of China",0.373376638226412,10900000,6.22161197662354,6.4203052520752,6.24766445159912,5.69152975082397,6.13027048110962,1.49506008625031,1.42414975166321,1.50749373435974,1.42414975166321,1.49506008625031,61.1204261779785,55.1818923950195,56.6371803283691,61.1877365112305,61.0295333862305,0.0727082267403603,0.190550267696381,0.118277914822102,0.124630503356457,0.0696592852473259,50.8984069824219,62.5568733215332,62.133861541748,49.5667915344238,50.9603576660156,24.0785999298096,0.517009079456329,25.9380741119385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40216639750677,NA,NA
"TW",2009,"Taiwan, Province of China",0.461243399532197,10900000,6.44213914871216,6.46868753433228,6.3858585357666,5.99965620040894,6.44213914871216,1.16512846946716,1.17749059200287,1.20234715938568,1.17749059200287,1.19416701793671,58.6632690429688,58.1958312988281,60.0187225341797,59.5017623901367,58.6632690429688,0.305300503969193,0.267132878303528,0.197625070810318,0.292925894260406,0.305300503969193,48.3091468811035,59.852466583252,59.7807159423828,47.5169677734375,48.3296279907227,25.811990737915,0.507413804531097,26.2090148925781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15283135515865,NA,NA
"TW",2010,"Taiwan, Province of China",0.356446149377778,10900000,6.48568105697632,6.39793729782104,6.37116527557373,5.96074485778809,6.48568105697632,0.577635943889618,0.584615349769592,0.593639373779297,0.584615349769592,0.5995934009552,60.3969879150391,59.5887718200684,60.705680847168,61.6466789245605,60.3983268737793,0.49448162317276,0.447690218687057,0.460821002721786,0.41379451751709,0.49448162317276,49.469295501709,61.3535461425781,60.628719329834,48.8412704467773,49.4758834838867,26.7022590637207,0.229063838720322,20.2883529663086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.548811463613917,NA,NA
"TW",2011,"Taiwan, Province of China",0.317810188458115,10900000,6.48165035247803,6.39633464813232,6.38412714004517,5.80598592758179,6.48165035247803,0.45549863576889,0.464799106121063,0.445886135101318,0.464799106121063,0.454688459634781,61.9518013000488,58.5306205749512,59.4806022644043,63.7382125854492,61.9518013000488,0.517351567745209,0.476981222629547,0.510695815086365,0.411171942949295,0.517351567745209,50.6426467895508,62.2990493774414,61.3992309570312,49.8806953430176,50.6426467895508,26.774320602417,-0.00763511331751943,19.6395168304443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.786362557305511,NA,NA
"TZ",2003,"Tanzania, United Republic of",0.468602082540063,11700000,7.01000022888184,NA,NA,NA,NA,3.89000010490417,NA,NA,NA,NA,47.5299987792969,NA,NA,NA,NA,3.25999999046326,NA,NA,NA,NA,41.0200004577637,NA,NA,NA,NA,7.53896188735962,NA,57.3745155334473,NA,37.9452,NA,NA,NA,1038.41900659604,NA,NA,6.274581,"Low income",29.7361266120177,41.6084773059236,1.35840918459801,6.94545464951502,1.83650670988007
"TZ",2004,"Tanzania, United Republic of",0.476845633215053,11700000,7.50541496276855,10.3800001144409,7.50541496276855,7.50541496276855,7.50541496276855,4.03999996185303,4.03999996185303,4.03999996185303,4.03999996185303,4.03999996185303,64.1085815429688,186.479995727539,64.1085815429688,64.1085815429688,64.1085815429688,2.73312258720398,-2.85999989509583,2.73312258720398,2.73312258720398,2.73312258720398,19.4834365844727,47.6199989318848,19.4834365844727,19.4834365844727,19.4834365844727,7.51586580276489,NA,77.1095657348633,NA,45.02562,NA,NA,NA,1089.33477148982,NA,NA,7.423941,"Low income",NA,NA,1.39624468253074,6.99332248752801,2.00471004825404
"TZ",2005,"Tanzania, United Republic of",0.460035415632604,11700000,8.7239465713501,9.30917930603027,9.12370872497559,9.22694492340088,8.69371891021729,3.39030456542969,3.79527354240417,2.41690182685852,3.79527354240417,2.41690182685852,66.0652465820312,84.7643814086914,61.5608215332031,62.0910034179688,66.0709991455078,1.69787335395813,0.222285747528076,2.37157416343689,2.36723589897156,1.70326828956604,28.6237125396729,36.0196800231934,33.120491027832,29.1420993804932,28.5636081695557,7.65040922164917,4.93377780914307,63.4353408813477,NA,47.21667,NA,NA,NA,1128.93417916192,NA,NA,8.462527,"Low income",-14.4948976283053,-42.1945113479411,1.22091975966642,7.02902926232784,2.13564782877983
"TZ",2006,"Tanzania, United Republic of",0.484397672182185,11700000,9.01521301269531,8.61325454711914,10.5490255355835,10.2532844543457,9.01212310791016,7.73560810089111,1.14272952079773,6.0588231086731,1.14272952079773,6.0588231086731,52.0947113037109,72.7700653076172,55.3245582580566,59.6957092285156,51.8563079833984,2.06386566162109,1.41716969013214,2.40397572517395,2.53163766860962,2.06190896034241,32.8053016662598,38.0052642822266,38.3993186950684,30.8612327575684,32.7980880737305,8.13288688659668,0.86777937412262,61.4462356567383,NA,49.63396,NA,NA,NA,1251.89997292515,NA,NA,10.31235,"Low income",-21.7779738218798,-35.7701281439617,2.04583409772754,7.13241765463861,2.33334220610047
"TZ",2007,"Tanzania, United Republic of",0.520918716731515,11700000,9.73593425750732,7.02691125869751,10.3928632736206,10.2640686035156,9.69811630249023,10.15833568573,3.20742130279541,6.74527835845947,3.20742130279541,6.74527835845947,55.1553688049316,82.2137222290039,58.8853645324707,60.6032180786133,55.3459739685059,2.61726045608521,1.68264198303223,2.97115111351013,3.04380416870117,2.57274627685547,32.8756713867188,43.2299156188965,39.6834373474121,33.682918548584,32.8865242004395,9.06818580627441,0.954484581947327,58.1720657348633,NA,56.49503,NA,NA,NA,1245.03546404783,NA,1.42043,12.40355,"Low income",-11.6540115729667,-15.0325969087567,2.31829461827229,7.12691929367209,2.51798272196032
"TZ",2008,"Tanzania, United Republic of",0.509594962632768,11700000,10.4674558639526,10.8796882629395,10.952977180481,11.8149452209473,10.4451198577881,9.7836971282959,2.49032235145569,6.43791627883911,2.49032235145569,6.43791627883911,53.2963943481445,63.110034942627,57.8510665893555,63.4514236450195,53.3266258239746,2.63498473167419,1.78438806533813,2.6743848323822,2.49568796157837,2.62069439888,43.7515602111816,61.7980041503906,51.6354560852051,46.7594375610352,43.8127822875977,9.61818885803223,0.111415050923824,33.292106628418,NA,62.32277,NA,NA,NA,1196.31070921046,5.230821,7.418725,13.98415,"Low income",36.5010022927345,222.229618861107,2.28071744208969,7.08699769108067,2.63792454540027
"TZ",2009,"Tanzania, United Republic of",0.505480509952278,11700000,11.0173978805542,10.6908369064331,11.338472366333,12.1847219467163,10.9420232772827,6.3711404800415,9.37018013000488,6.47088050842285,9.37018013000488,6.47088050842285,58.4571685791016,64.910774230957,58.2539100646973,64.8417358398438,58.2289962768555,2.09765124320984,1.28099346160889,2.4324357509613,2.26606297492981,2.11167597770691,39.8939361572266,52.4890518188477,48.3026123046875,43.7928810119629,39.9409980773926,9.62744426727295,0.149854004383087,34.4073066711426,NA,61.65224,NA,NA,NA,1320.31206074041,12.3929,12.25961,14.63966,"Low income",5.4646608590789,41.9624043016383,1.85177849281144,7.18562339729188,2.68373428421977
"TZ",2010,"Tanzania, United Republic of",0.509628765899157,11700000,10.7947759628296,10.4806127548218,11.3739032745361,11.724739074707,10.7191572189331,8.28276634216309,6.98442411422729,8.46205615997314,6.98442411422729,8.46205615997314,62.8627433776855,59.8970947265625,65.7564544677734,68.4054641723633,62.9270706176758,1.39032626152039,1.85817778110504,1.50380837917328,2.03472971916199,1.38953733444214,38.190731048584,49.6471862792969,46.5075836181641,41.8634796142578,38.2156448364258,8.94479274749756,-0.307572215795517,34.7032127380371,10.3,57.70071,7.8,18.2,53.2,1409.27221056124,2.394375,-3.987241,14.59801,"Low income",-10.3582681821615,-6.96405263748254,2.11417701189349,7.25082868739185,2.68088521805455
"TZ",2011,"Tanzania, United Republic of",0.523851567854797,11700000,10.5526523590088,9.2550630569458,11.3915967941284,11.9253015518188,10.5957441329956,5.71681690216064,14.8328971862793,6.08844709396362,14.8328971862793,6.08844709396362,66.6073684692383,64.9441757202148,69.0315246582031,68.1305999755859,66.2329940795898,1.46870768070221,1.03624057769775,1.57102823257446,2.13325524330139,1.2511031627655,42.2354011535645,51.8576469421387,52.0993614196777,48.7367630004883,41.5993728637695,8.82459354400635,-1.87268579006195,31.1809196472168,10,59.13538,5.4,17.2,54.5,1572.1162253146,4.710855,6.051068,15.69072,"Low income",31.4137049188637,12.2036019350479,1.74341216485986,7.36017790493462,2.75306945479341
"UA",2003,"Ukraine",0.54451444648723,11500000,10.6688566207886,9.29784488677979,9.8026180267334,10.3776788711548,10.4875984191895,3.40986800193787,3.08452868461609,2.96263122558594,3.08452868461609,2.96263122558594,63.2601318359375,62.5988693237305,62.3555068969727,63.4996376037598,63.2213897705078,1.67538940906525,1.36456084251404,1.40755689144135,1.70482778549194,1.65550112724304,67.908073425293,68.7280120849609,69.1240692138672,67.8719863891602,68.164176940918,6.10794496536255,0.172210335731506,20.3512268066406,12.3,106.3832,28.3,15.2,22.3,5.33268833333333,NA,NA,18.87379,"Lower middle income",-32.800773153409,-75.852858162174,1.22667358143708,1.67385548875814,2.93777418711995
"UA",2004,"Ukraine",0.449657082622766,11500000,12.0454025268555,11.1136169433594,12.1913461685181,10.9217052459717,11.7581539154053,3.3547158241272,3.74674201011658,3.36074805259705,3.74674201011658,3.36074805259705,61.821159362793,62.1917152404785,59.8226432800293,64.0416030883789,61.9445457458496,1.54028570652008,1.57067978382111,1.57824563980103,1.49736189842224,1.48524284362793,62.6497535705566,60.9435691833496,61.7040138244629,61.9707794189453,63.0764236450195,6.72221183776855,1.20644795894623,26.3216590881348,13.8,105.5967,30,16.8,21.1,5.31918066666667,NA,NA,20.97837,"Lower middle income",-33.2395516931076,-69.7222879316623,1.21036706463865,1.67131928146773,3.0434919069089
